"","wbic","county","waterbody.name","event","year","month","sunnies","bluegill","crappie","bass","bullhead","suckerfish","trout","gizzard.shad","round.goby","cisco","pike","muskies","walleye","carp","sheapshead","perch","catfish","sculpin","stickleback","minnow","bigmouth.buffalo","pumpkinseed","drum","darter","dace","chub","redhorse","sunfish","golden.shiner","blowfin","dogfish","sturgeon","date","state","anthropogenic","infectious","summerkill","unknown","winterkill","acipenseridae","amiidae","catostomidae","centrarchidae","cottoidae","clupeidae","cyprinidae","esocidae","gasterosteidae","gobiidae","ictaluridae","percidae","salmonidae","sciaenidae","site","site_id","gnis_nm","lat","long","fish_families","fish_species"
"75","1406300","marathon","pike lake","655","2007",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-14","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4115,"nhd_14701628","pike lake",44.81506159,-89.35019157,NA,NA
"76","1409400","portage","wisconsin r fl c3-stevens pt","2559","2011",9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2011-05-11","wi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4537,"nhd_167120891","wisconsin river flowage 4964",44.55319037,-89.62641285,1,1
"77","1412200","marathon","lake du bay","2560","2011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-26","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4418,"nhd_14730272","lake du bay",44.68045241,-89.7381612,NA,NA
"78","1412200","marathon","lake du bay","2560","2011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-26","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4421,"nhd_14731992","lake du bay",44.78820399,-89.7080383,NA,NA
"79","1412200","marathon","lake du bay","2560","2011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-04-26","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4422,"nhd_14731996","lake du bay",44.69944746,-89.69089156,NA,NA
"80","1427400","marathon","big eau pleine reservoir","2817","2012",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-07-07","wi",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4407,"nhd_14730156","lake du bay",44.74802475,-89.85301031,1,1
"81","1427400","marathon","big eau pleine reservoir","2817","2012",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-07-07","wi",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4408,"nhd_14730156","lake du bay",44.74802475,-89.85301031,1,1
"82","1427400","marathon","big eau pleine reservoir","3371","2009",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-01","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4407,"nhd_14730156","lake du bay",44.74802475,-89.85301031,NA,NA
"83","1427400","marathon","big eau pleine reservoir","3371","2009",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-01","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4408,"nhd_14730156","lake du bay",44.74802475,-89.85301031,NA,NA
"84","1427400","marathon","big eau pleine reservoir","3375","2013",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-02-11","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4407,"nhd_14730156","lake du bay",44.74802475,-89.85301031,NA,NA
"85","1427400","marathon","big eau pleine reservoir","3375","2013",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-02-11","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4408,"nhd_14730156","lake du bay",44.74802475,-89.85301031,NA,NA
"86","1427400","marathon","big eau pleine reservoir","3377","2013",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-03-11","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4407,"nhd_14730156","lake du bay",44.74802475,-89.85301031,NA,NA
"87","1427400","marathon","big eau pleine reservoir","3377","2013",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-03-11","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4408,"nhd_14730156","lake du bay",44.74802475,-89.85301031,NA,NA
"88","1427400","marathon","big eau pleine reservoir","43","2005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-04-05","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4407,"nhd_14730156","lake du bay",44.74802475,-89.85301031,NA,NA
"89","1427400","marathon","big eau pleine reservoir","43","2005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-04-05","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4408,"nhd_14730156","lake du bay",44.74802475,-89.85301031,NA,NA
"90","1428600","marathon","big eau pleine river -un bay","1462","2009",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-01","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","1437500","marathon","lake wausau","230","2007",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-04-30","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4406,"nhd_14730086","eau claire flowage",44.92151568,-89.63329825,NA,NA
"92","14400","milwaukee","washington park pond","628","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-08","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870,"nhd_12162314",NA,43.05501134,-87.96800293,NA,NA
"93","1440800","langlade","spring brook","60","2005",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-07-20","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","1442200","langlade","east branch eau claire river","1505","2005",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005-08-11","wi",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,1
"95","1445600","langlade","summit lake","1506","2005",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2005-07-08","wi",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4311,"nhd_14726284","summit lake",45.37450514,-89.20725604,1,1
"96","14500","milwaukee","oak creek","3081","2012",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"2012-08-16","wi",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,4,4
"97","14500","milwaukee","oak creek","772","2007",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","1451700","langlade","dynamite lake","1500","2005",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-05-01","wi",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312,"nhd_14726286","dynamite lake",45.37219119,-89.27080306,NA,NA
"99","1451800","marathon","big rib river","229","2007",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-22","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","1469100","taylor","rib lake","1720","2010",9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010-05-21","wi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4400,"nhd_14729154","rib lake",45.31435468,-90.19803571,2,2
"101","1490300","lincoln","seven island lake","361","2007",9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-05-31","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4283,"nhd_14726148","seven island lake",45.42469069,-89.46712211,1,1
"102","1491000","langlade","two island lake","1503","2008",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008-04-20","wi",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,3,3
"103","15000","milwaukee","milwaukee river","2921","2012",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-07-15","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","1513800","price","stone lake","3211","2013",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-03-30","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4393,"nhd_14729114",NA,45.40607552,-90.16354862,NA,NA
"105","1513900","price","hultman lake","817","2008",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-02","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","1515200","taylor","north spirit lake","1483","2009",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-23","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3964,"nhd_13400551",NA,45.38291832,-90.14682651,NA,NA
"107","1515200","taylor","north spirit lake","1745","2010",7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-01","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3964,"nhd_13400551",NA,45.38291832,-90.14682651,NA,NA
"108","1515200","taylor","north spirit lake","2136","2011",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-06-06","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3964,"nhd_13400551",NA,45.38291832,-90.14682651,NA,NA
"109","1516500","lincoln","lake nokomis","1200","2008",7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2008-06-24","wi",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3876,"nhd_13395257",NA,45.55722544,-89.7317286,3,4
"110","1516500","lincoln","lake nokomis","1200","2008",7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2008-06-24","wi",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3878,"nhd_13395257",NA,45.55722544,-89.7317286,3,4
"111","1516500","lincoln","lake nokomis","1507","2006",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-01","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3876,"nhd_13395257",NA,45.55722544,-89.7317286,NA,NA
"112","1516500","lincoln","lake nokomis","1507","2006",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-01","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3878,"nhd_13395257",NA,45.55722544,-89.7317286,NA,NA
"113","1517200","oneida","manson lake","1490","2009",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-06-22","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3890,"nhd_13395309","manson lake",45.5624708,-89.63306197,NA,NA
"114","1517200","oneida","manson lake","2519","2011",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-06-15","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3890,"nhd_13395309","manson lake",45.5624708,-89.63306197,NA,NA
"115","1517200","oneida","manson lake","615","2007",7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-12","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3890,"nhd_13395309","manson lake",45.5624708,-89.63306197,1,1
"116","1517900","oneida","hancock lake","1867","2010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-01","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,"nhd_13395123","hancock lake",45.61875026,-89.6306161,NA,NA
"117","1523500","oneida","little bearskin lake","354","2007",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-05-31","wi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3752,"nhd_13394761","little bearskin lake",45.71115221,-89.69931447,1,1
"118","1523600","oneida","bearskin lake","444","2007",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-07","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3732,"nhd_13394649","bearskin lake",45.73213123,-89.68273419,1,1
"119","1536300","oneida","squirrel lake*","642","2007",7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2007-06-18","wi",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3493,"nhd_13393787",NA,45.86877783,-89.89511093,2,3
"120","1536300","oneida","squirrel lake*","643","2006",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2006-06-21","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3493,"nhd_13393787",NA,45.86877783,-89.89511093,1,1
"121","1539600","oneida","shishebogama lake","446","2007",7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-05","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3480,"nhd_13393729","shishebogama lake",45.8977098,-89.82038184,1,1
"122","1539700","vilas","gunlock lake","447","2007",7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-04","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3458,"nhd_13393651","gunlock lake",45.91299418,-89.82013082,2,2
"123","1542300","oneida","kawaguesaga lake","2531","2011",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-06-20","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3517,"nhd_13393881",NA,45.87041169,-89.71099866,NA,NA
"124","1542400","oneida","minocqua lake","2521","2011",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-06-15","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3518,"nhd_13393881",NA,45.87041169,-89.71099866,NA,NA
"125","1542400","oneida","minocqua lake","2756","2012",7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-06-08","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3518,"nhd_13393881",NA,45.87041169,-89.71099866,NA,NA
"126","1542400","oneida","minocqua lake","621","2007",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-13","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3518,"nhd_13393881",NA,45.87041169,-89.71099866,NA,NA
"127","1542600","oneida","mid lake","1181","2008",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-23","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3563,"nhd_13394003","mid lake",45.85846397,-89.66527155,NA,NA
"128","1542600","oneida","mid lake","1492","2009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-04-20","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3563,"nhd_13394003","mid lake",45.85846397,-89.66527155,NA,NA
"129","1542600","oneida","mid lake","2754","2012",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-06-05","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3563,"nhd_13394003","mid lake",45.85846397,-89.66527155,NA,NA
"130","1547700","lincoln","somo lake","1994","2010",7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010-06-02","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3895,"nhd_13395361","somo lake",45.51934524,-89.87116287,2,3
"131","1555500","lincoln","muskellunge lake","436","2007",7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-04","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"132","1569600","oneida","george lake","616","2007",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-10","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3855,"nhd_13395173","george lake",45.60906997,-89.33271351,2,2
"133","1569900","oneida","lake thompson","448","2007",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-06","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3836,"nhd_13395097","lake thompson",45.63395835,-89.33030566,NA,NA
"134","1571100","oneida","fifth lake","1873","2010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-04","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3822,"nhd_13395039",NA,45.63911434,-89.26791567,NA,NA
"135","1573800","oneida","moen lake","1227","2008",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-30","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3794,"nhd_13394953",NA,45.66244063,-89.30955508,NA,NA
"136","1575700","oneida","stella lake","2529","2011",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-06-16","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3761,"nhd_13394785","stella lake",45.71378526,-89.19425388,NA,NA
"137","1579700","langlade","enterprise lake","1996","2010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-01","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3941,"nhd_13399119","enterprise lake",45.45471597,-89.23899621,NA,NA
"138","1579900","oneida","pelican lake","1487","2009",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-06-12","wi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,403,"nhd_120052161",NA,45.50597936,-89.19946626,1,1
"139","1579900","oneida","pelican lake","1877","2010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-01","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,"nhd_120052161",NA,45.50597936,-89.19946626,NA,NA
"140","1579900","oneida","pelican lake","2535","2011",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-06-20","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,"nhd_120052161",NA,45.50597936,-89.19946626,NA,NA
"141","1579900","oneida","pelican lake","350","2007",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-05-21","wi",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,403,"nhd_120052161",NA,45.50597936,-89.19946626,1,1
